root_lens,stress_lens,family_lens,leaf_lens
0.7858412149732,0.052248264109587,0.32255003510267,0.97422127735553
0.523185329752516,0.345476983360296,0.444915092742673,0.298028287135865
0.452607659536468,0.394337432225193,0.596514424534484,0.542158886068721
0.508151980722757,0.363129872284122,0.606545182477668,0.533601084190769
0.625180877394925,0.459751673941375,0.651501261514862,0.496112309644095
0.638110640881143,0.42910873447776,0.664612823269924,0.57949843401007
0.624187813324193,0.249173932723988,0.358352433042591,0.929153175110682
0.611433956154869,0.01737234187752,0.300898107806047,0.984426237462768
0.262586001513331,0.062941514401786,0.190200315625418,0.060006540956798
0.320362363338892,0.08865502832612,0.245888161025702,0.077213405341421
0.558864403067724,0.236890236521235,0.50220787312958,0.183694100850023
0.267853490157179,0.081434388027693,0.206614829652719,0.083171180463787
0.289432525726145,0.089335341657764,0.236556736961086,0.089009405450941
0.274260928692336,0.082980317153618,0.219500563782072,0.086848169556744
0.262586001513331,0.062941514401786,0.190200315625418,0.060006540956798
0.320362363338892,0.08865502832612,0.245888161025702,0.077213405341421
0.558864403067724,0.236890236521235,0.50220787312958,0.183694100850023
0.826409558181237,0.721022418572692,0.893927291171593,0.24862154171043
0.267853490157179,0.081434388027693,0.206614829652719,0.083171180463787
0.289432525726145,0.089335341657764,0.236556736961086,0.089009405450941
0.274260928692336,0.082980317153618,0.219500563782072,0.086848169556744
0.87960632261884,0.797771614110132,0.929463326615653,0.226920090561652
0.370046783692909,0.195171772971042,0.350549735587733,0.131425552249986
0.309149394748463,0.14281486347505,0.272466735384917,0.113852631909818
0.385245255638709,0.207648668509946,0.362162640187592,0.123900169386577
0.366979630453451,0.185293986970117,0.345002312351467,0.106803776596744
0.427470652171677,0.275678384899131,0.422690831789881,0.160258047000798
0.404853541787426,0.244498539637641,0.380352986205166,0.133767235055796
0.535413848543694,0.391962865457033,0.536767791551517,0.209205108374997
0.462397740969132,0.27179242581596,0.45227639253381,0.137482362906911
0.54409798519371,0.342694758399919,0.527058059873128,0.185916697198869
0.450257820322719,0.244161809735403,0.440892101663985,0.151671522627134
0.432466515530081,0.268519267844959,0.450042498873821,0.168709455846232
0.510194917993554,0.384816543310683,0.567458646464482,0.25921720490705
0.502398755404906,0.360634123779013,0.496035193009939,0.234057525510305
0.447640609585755,0.271668872863619,0.419079978796248,0.096842521598975
0.371777981684256,0.195407622807673,0.371033120640795,0.099947866863876
0.564163359040166,0.372150537711688,0.564937220811944,0.13503945327684
0.534114555814687,0.336604601672833,0.508626520005624,0.104628959522932
0.610031402688158,0.397877648560973,0.610773022242193,0.08585867031238
0.676235016461505,0.48350236611265,0.720405448505782,0.199487308797153
0.691449753258682,0.475397976697366,0.708079641394606,0.168045948252351
0.193807827241294,0.120389432523306,0.315396529517091,0.396629429252594
0.209818588580265,0.11320654538679,0.296789860197735,0.369195630865167
0.46150707090159,0.166937263305093,0.369689706480107,0.362015534099602
0.593546842130841,0.399470010018107,0.60406819179181,0.363627822469697
0.37658412031484,0.100288060789154,0.3278488943718,0.368202677947934
0.351534360928096,0.135722331080443,0.37221461538635,0.386081376373876
0.369356932106771,0.140304479220766,0.374215114883842,0.420761522854087
0.461804974048052,0.112672745415189,0.456380280754032,0.311293439660049
0.474974216576544,0.18707016970862,0.501606393179773,0.356798209782124
0.397564217738091,0.111806233406796,0.415562574199373,0.327737810943474
0.444352360222666,0.06915839064785,0.387819761913664,0.34799844540534
0.427654856629094,0.073447071665799,0.365728297502629,0.319214628798347
0.415357859246327,0.076779924090001,0.360026683816354,0.299319227247844
0.427808632374996,0.100769846107259,0.357990402847834,0.320368383979448
0.460525235517104,0.128547848812829,0.394353722894963,0.331257519689057
0.460525235517104,0.128547848812829,0.394353722894963,0.331257519689057
0.460642069350651,0.23168828368782,0.477238368337064,0.210756267610206
0.440236950857438,0.209607222765809,0.444876593657611,0.181769614869457
0.415706485276093,0.16852269962499,0.402871284479287,0.148890120471502
0.490583627967784,0.378066856138677,0.650519690602921,0.560824355756362
0.575386218591629,0.281610354902252,0.567478926633935,0.446544500029542
0.488801309351848,0.248350337770071,0.634669938558391,0.367459244374818
0.687524602148016,0.305039908523317,0.745871664312394,0.579310153742365
0.671622849925598,0.37363589424258,0.690535446462942,0.561771377016545
0.619528114908362,0.361917661618182,0.704635084248267,0.517585002101927
0.6153267904398,0.247598807082298,0.698710010639732,0.598255231976017
0.639643734076333,0.180434388934117,0.684085319008289,0.577355150384134
0.350084101402789,0.09994541084489,0.235543625251164,0.195072500928715
0.585694534188616,0.221270709531546,0.657313747124909,0.596066468897223
0.613594224980917,0.19808096658558,0.672597173914956,0.55584000603042
0.482075185623223,0.246719530301288,0.496684553561289,0.333029510431239
0.603321679019004,0.340046688044003,0.696104215829591,0.491667136903712
0.51850868014387,0.195890401976727,0.613251896204359,0.467436337363931
0.629485412351129,0.199514494284578,0.686753119589945,0.54482117498921
0.358444037884955,0.140852590603979,0.2751482192714,0.23196814313781
0.453356884272466,0.178001686217085,0.604207562207587,0.395757910681998
0.517893849673936,0.146058674467876,0.633001020928949,0.445977223487598
0.536015829441056,0.242056405542816,0.621721938497982,0.400892070912858
0.911284537179384,0.524203483248211,0.459169609413189,0.389821210286288
0.770110384216121,0.365264493032203,0.386425140375557,0.257718417468149
0.941698885932163,0.640972150763592,0.515723542858092,0.390383851728577
0.894819120738765,0.571624827865767,0.465357505491596,0.418267606724338
0.89844076477337,0.586122090784888,0.457719348188392,0.361597953268831
0.783991019061624,0.488513674954388,0.508092556495947,0.410256059063686
0.7569742971323,0.37719366823504,0.382720715343813,0.269174889081612
0.930305003481635,0.673237474679269,0.512560241769348,0.422807766924787
0.46450496619175,0.207510580579376,0.269680645672524,0.252431714549225
0.663407159516446,0.368181230078639,0.40728995181796,0.434483950057129
0.650941593468969,0.316557462865661,0.280036887182296,0.196667697435656
0.637715963886008,0.304484261430561,0.200480520062456,0.187260563812006
0.499631574751813,0.22995383082592,0.299997196430588,0.284375757193304
0.731844660383805,0.439791045972559,0.377888444424565,0.429708792153315
0.691667223942049,0.282732372413043,0.177763424666228,0.096896435311258
0.662453257128389,0.319821044656015,0.239789195839109,0.159410761527775
0.644754079617641,0.261987349760662,0.160849260416261,0.113031937125463
0.701508460336333,0.557666155563636,0.559716975070068,0.419305301130341
0.667495604947489,0.357875766499523,0.255527085973087,0.252888522305105
0.667414137694755,0.505752082750408,0.515915840309339,0.358764704637446
0.362205861100785,0.162399692096129,0.208490902508573,0.06782831325875
0.357977897271111,0.116744779959775,0.096391107953202,0.075007519846613
0.346289031769686,0.156142334024911,0.214057559998772,0.300778271308401
0.401817178258454,0.193339270626909,0.295284130253831,0.242013962255905
0.424408354087003,0.214295440988093,0.318701110473118,0.39082636146567
0.839408944906952,0.068655874066396,0.309341286480807,0.954893801898899
0.832751811770217,0.080894075959176,0.327448229191988,0.934895588678233
0.814535535942052,0.154329123748467,0.451646782277757,0.701531195141127
0.711319249598261,0.511439921429591,0.570841986660047,0.731341557609294
0.869299610064454,0.15767055852965,0.589986504234449,0.72521421388569
0.465504993028475,0.227806638686404,0.474825474286922,0.515947270401142
0.53685126373607,0.152907240825358,0.660816697075217,0.472441678163635
0.528168318650149,0.14724919967784,0.657839681181529,0.471085007732332
0.530177214054952,0.148681957790672,0.668483019695245,0.478596023841261
0.184680778043861,0.149260182512929,0.507633283296444,0.259334710587502
0.180162438207197,0.146881562783502,0.499290052709021,0.24860544283699
0.17323996513265,0.137064110739439,0.48763602306999,0.229120176213692
0.165010581345601,0.090142674286538,0.560682976799949,0.293345949588029
0.16275425849476,0.087197735070201,0.568246967722591,0.303177228230816
0.163313327222814,0.085144557144865,0.582739599668195,0.3216504587636
0.493262878096117,0.175044363847336,0.514091775064542,0.402602987019997
0.495835379670832,0.171442519927269,0.512002388075652,0.399582799337743
0.503157586502419,0.175072696510825,0.515124523059951,0.404415848110036
0.093232014863521,0.073409729017712,0.464821991364544,0.189377086436163
0.092143954800135,0.072964875545512,0.463011173632464,0.185487004999081
0.089709364136001,0.071035659800279,0.468763908204214,0.193273994316843
0.2379686711801,0.057805140645977,0.913524997192273,0.710196776836642
0.231273418548278,0.047644998416476,0.932433952017805,0.730470338963304
0.232047654016875,0.048978146097973,0.931546248860456,0.729535938122269
0.359735519614575,0.179931208449653,0.570215687568106,0.117579525628527
0.336576091619958,0.165925857273116,0.555939302380571,0.105398274924095
0.353340876225659,0.17667288247241,0.566674533030749,0.11366465467524
0.511019630956125,0.115850067523209,0.543970527229057,0.131185786377667
0.484741322341208,0.107710746457908,0.521782540894385,0.131005855319542
0.491135660254733,0.10416057284054,0.51415867884286,0.131235563087217
0.361453719379177,0.156455110806543,0.541036261313451,0.101342939931321
0.378259091867901,0.157026453884684,0.550895822414714,0.107166129045026
0.366487279913658,0.15891418881997,0.549534061159364,0.104440509365942
0.575482752323102,0.200262650175154,0.655934569582881,0.188231686357553
0.596848366494278,0.166658944644101,0.641607582478763,0.158832243438672
0.589867832067882,0.175896559576121,0.645303606069448,0.165619097149187
0.403692775499925,0.180684594781597,0.395286639003166,0.103729445355946
0.419855795720676,0.156956068572655,0.373647569905957,0.098131735505947
0.417108382237312,0.151633225117809,0.373446236287259,0.099215434868132
0.477240600895061,0.188291077660036,0.451953304912833,0.111254592014054
0.484104844712728,0.227464308428809,0.485287289192803,0.126991023377815
0.496891604512695,0.190081678092217,0.466422623389748,0.109744508672664
0.34229901364646,0.039841577188729,0.135731409313519,0.043014965095867
0.309234278412319,0.040332742775075,0.141184747207178,0.041953299396596
0.30819857158292,0.0466439229713,0.133860011837101,0.043113917516071
0.433238948574442,0.119924412875051,0.35854440328588,0.096168630651765
0.441206730713523,0.102905784318627,0.365389424491996,0.095818680245269
0.461164976280955,0.122972764575645,0.391255023351152,0.097808988426216
0.69846894552679,0.418048553910686,0.695865410139986,0.16501855753618
0.665051039806136,0.398420148641301,0.690301958917091,0.146442610898805
0.600000057787981,0.368531741593967,0.666538746315945,0.15857097372005
0.291380500561584,0.080666483145139,0.216387234841803,0.042222556655437
0.321423203451197,0.091661573545247,0.256904480108908,0.071276405029392
0.317388488339672,0.088154239793271,0.250003548546875,0.054044850754587
0.318658610457842,0.101977098796212,0.244522738629394,0.062767998962135
0.348049660843008,0.103163108873322,0.282476096185512,0.070132362551415
0.324038269990004,0.099543781722059,0.269748504112498,0.06767665236518
0.691444457519105,0.437677467899689,0.724458110862278,0.177651117654332
0.626910808739793,0.364423888271234,0.685648866088904,0.155920143371298
0.45878770616162,0.242005851277531,0.500101246959549,0.36836428841084
0.520324434381309,0.294101245638021,0.567912854242423,0.339992924397628
0.642942071186103,0.394562112603927,0.612985173322732,0.43913215636067
0.560406316064175,0.224361916076718,0.557131764568657,0.504562538030222
0.569539189606681,0.309639413460526,0.607846065850815,0.497368457939761
0.576506338680708,0.32366210695053,0.622245232831896,0.500522397198712
0.528262093567767,0.216333786449077,0.544799123431857,0.498999363030978
0.542251122041355,0.295791387357864,0.577226262317839,0.494754190671339
0.565769741373441,0.311950264697149,0.598245687815189,0.515797762650293
0.519122166466158,0.250735555824907,0.578272332710884,0.524672777930757
0.511105923455052,0.305048044019877,0.546501436061212,0.472146650451528
0.461485959768752,0.307620935982752,0.576223761240196,0.450394993908444
0.349739137425134,0.186819290085971,0.33716335097331,0.196662966408107
0.487945711481706,0.302160983964675,0.45585637368361,0.34648832260177
0.445170826481632,0.232585978984244,0.407079381332679,0.280095081575527
0.578633882436103,0.300993064371416,0.463622817755149,0.228976491432411
0.577752360307256,0.346008549141087,0.537500926024426,0.259544789197074
0.312173716592917,0.290013445340843,0.491514631189233,0.308165638901721
0.440983038387463,0.439105412828643,0.594478419241847,0.424434989450344
0.551691537409533,0.259304738857991,0.48453846297533,0.14268523400658
0.539186848393653,0.254308690586447,0.408704670412752,0.144721958676358
0.570163520820217,0.296764180378203,0.485988083953044,0.185562401868104
0.382757584119922,0.175055985209152,0.359630690183985,0.13792864725257
0.441280232117484,0.23455562674772,0.393652130411355,0.20289310917865
0.388311254991743,0.15996720546263,0.285934813920932,0.119505251296805
0.542679144367162,0.22447045565817,0.364009701013455,0.114212510267764
0.404760070528959,0.161582237427068,0.322275407704266,0.103149699833905
0.509267973237057,0.268411900729698,0.382540222291418,0.191689405502487
0.308066417909894,0.092759527125114,0.221332186274752,0.074444566733993
0.2898231249657,0.104649357475219,0.241524520940501,0.079907965522721
0.311986612085613,0.139543658238324,0.278725104984861,0.095027949308592
0.258846761972844,0.087687526815543,0.225555607932135,0.11207723159822
0.412288980723794,0.182881365083248,0.361837989862901,0.186462140936643
0.205790949334081,0.063882583314324,0.195013258723454,0.08008339685053
0.272139240596559,0.081391649518701,0.161553502728749,0.102407126783254
0.554585396936403,0.227033255473484,0.596955080699184,0.538929733145411
0.510546600048323,0.213642373117471,0.589880748179616,0.496572211383019
0.576435710390024,0.212595210453349,0.606208554854447,0.576036056650404
0.930650344410005,0.156542376508519,0.616242410092692,0.927088437417808
0.90178926257845,0.060538385278884,0.646612758691616,0.899175323570042
0.930894226843544,0.109423596871518,0.648205270234502,0.924133789818097
0.972609471850588,0.167953016800989,0.757943892657784,0.992358920055831
0.918240769592346,0.202013065387747,0.681070147132042,0.990637975457224
0.966785007607747,0.176571693195631,0.759579510111278,0.99164179652304
0.622406725834454,0.406255182525171,0.640211365085769,0.54662596611026
0.257551056757317,0.172821154235246,0.478263153300837,0.211864480234973
0.267195468637551,0.270294046488997,0.516549995874865,0.298633028947885
0.463519472616258,0.274114014695591,0.551382973055224,0.36930822320423
0.525975665416846,0.362161440293913,0.638547085035422,0.450885377308425
0.321201176140807,0.040709922035109,0.274270732121626,0.04560243326657
0.301355596192205,0.034189234385894,0.244373970577295,0.041453120956854
0.298084252079759,0.033656951303108,0.243184158025123,0.034465910711072
0.370738398137592,0.127588328253845,0.372241895669096,0.0810206232535
0.366358947625696,0.128890122032325,0.363656074444793,0.074436264073471
0.360267968216585,0.104999712279432,0.349380717119337,0.067020634706058
0.304635917152266,0.024732979376816,0.218608157689765,0.018711662473401
0.308397745435569,0.022154065471668,0.210952894193954,0.018665024346078
0.287352844888002,0.023323511147663,0.210762212639525,0.021801334493274
0.304020131806038,0.035812193503834,0.234210541319962,0.031890636411045
0.316612927697604,0.048122874252344,0.266575519773588,0.048128448939618
0.317468858739846,0.035694542577515,0.257356979696557,0.036996825435314
0.580251284335685,0.302626743970484,0.609435447236529,0.182367215049514
0.592099202901971,0.312049582144537,0.628237555861445,0.18758705761845
0.609604238976922,0.329398185744173,0.670777868110899,0.222279745962974
0.47375547637098,0.127551372295249,0.437423622295314,0.087100749615981
0.474148406579506,0.124090203740563,0.429869597450149,0.087523366673814
0.453409268398637,0.141240414646789,0.423969348526523,0.097607800829097
0.411194993146008,0.228515606789339,0.372203555879292,0.103039313629406
0.438712574250002,0.29791628352935,0.403701156404025,0.108067848083875
