sra,sample_id,species,family,tissue,stress,bioproject
SRR8692571,C_annuum_004,C_annuum,Solanaceae,leaf,cold, PRJNA525913
SRR8692608,C_annuum_005,C_annuum,Solanaceae,leaf,cold, PRJNA525913
SRR8692609,C_annuum_005,C_annuum,Solanaceae,leaf,cold, PRJNA525913
SRR8692610,C_annuum_005,C_annuum,Solanaceae,leaf,cold, PRJNA525913
SRR8692613,C_annuum_006,C_annuum,Solanaceae,leaf,heat, PRJNA525913
SRR8692633,C_annuum_006,C_annuum,Solanaceae,leaf,heat, PRJNA525913
SRR8692634,C_annuum_006,C_annuum,Solanaceae,leaf,heat, PRJNA525913
SRR8692631,C_annuum_007,C_annuum,Solanaceae,leaf,heat, PRJNA525913
SRR8692632,C_annuum_007,C_annuum,Solanaceae,leaf,heat, PRJNA525913
SRR8692637,C_annuum_007,C_annuum,Solanaceae,leaf,heat, PRJNA525913
SRR8692605,C_annuum_008,C_annuum,Solanaceae,leaf,heat, PRJNA525913
SRR8692606,C_annuum_008,C_annuum,Solanaceae,leaf,heat, PRJNA525913
SRR8692607,C_annuum_008,C_annuum,Solanaceae,leaf,heat, PRJNA525913
SRR8692603,C_annuum_009,C_annuum,Solanaceae,leaf,heat, PRJNA525913
SRR8692604,C_annuum_009,C_annuum,Solanaceae,leaf,heat, PRJNA525913
SRR8692614,C_annuum_009,C_annuum,Solanaceae,leaf,heat, PRJNA525913
SRR8692635,C_annuum_010,C_annuum,Solanaceae,leaf,heat, PRJNA525913
SRR8692636,C_annuum_010,C_annuum,Solanaceae,leaf,heat, PRJNA525913
SRR8692638,C_annuum_010,C_annuum,Solanaceae,leaf,heat, PRJNA525913
SRR8692578,C_annuum_011,C_annuum,Solanaceae,leaf,other, PRJNA525913
SRR8692585,C_annuum_011,C_annuum,Solanaceae,leaf,other, PRJNA525913
SRR8692640,C_annuum_011,C_annuum,Solanaceae,leaf,other, PRJNA525913
SRR8692581,C_annuum_012,C_annuum,Solanaceae,leaf,other, PRJNA525913
SRR8692615,C_annuum_012,C_annuum,Solanaceae,leaf,other, PRJNA525913
SRR8692630,C_annuum_012,C_annuum,Solanaceae,leaf,other, PRJNA525913
SRR8692582,C_annuum_013,C_annuum,Solanaceae,leaf,other, PRJNA525913
SRR8692584,C_annuum_013,C_annuum,Solanaceae,leaf,other, PRJNA525913
SRR8692626,C_annuum_013,C_annuum,Solanaceae,leaf,other, PRJNA525913
SRR8692586,C_annuum_014,C_annuum,Solanaceae,leaf,other, PRJNA525913
SRR8692612,C_annuum_014,C_annuum,Solanaceae,leaf,other, PRJNA525913
SRR8692643,C_annuum_014,C_annuum,Solanaceae,leaf,other, PRJNA525913
SRR8692583,C_annuum_015,C_annuum,Solanaceae,leaf,other, PRJNA525913
SRR8692628,C_annuum_015,C_annuum,Solanaceae,leaf,other, PRJNA525913
SRR8692639,C_annuum_015,C_annuum,Solanaceae,leaf,other, PRJNA525913
SRR8692623,C_annuum_016,C_annuum,Solanaceae,leaf,healthy, PRJNA525913
SRR8692624,C_annuum_016,C_annuum,Solanaceae,leaf,healthy, PRJNA525913
SRR8692625,C_annuum_016,C_annuum,Solanaceae,leaf,healthy, PRJNA525913
SRR8692599,C_annuum_017,C_annuum,Solanaceae,leaf,healthy, PRJNA525913
SRR8692600,C_annuum_017,C_annuum,Solanaceae,leaf,healthy, PRJNA525913
SRR8692629,C_annuum_017,C_annuum,Solanaceae,leaf,healthy, PRJNA525913
SRR8692596,C_annuum_018,C_annuum,Solanaceae,leaf,healthy, PRJNA525913
SRR8692601,C_annuum_018,C_annuum,Solanaceae,leaf,healthy, PRJNA525913
SRR8692602,C_annuum_018,C_annuum,Solanaceae,leaf,healthy, PRJNA525913
SRR8692620,C_annuum_019,C_annuum,Solanaceae,leaf,healthy, PRJNA525913
SRR8692621,C_annuum_019,C_annuum,Solanaceae,leaf,healthy, PRJNA525913
SRR8692622,C_annuum_019,C_annuum,Solanaceae,leaf,healthy, PRJNA525913
SRR8692580,C_annuum_020,C_annuum,Solanaceae,leaf,healthy, PRJNA525913
SRR8692618,C_annuum_020,C_annuum,Solanaceae,leaf,healthy, PRJNA525913
SRR8692619,C_annuum_020,C_annuum,Solanaceae,leaf,healthy, PRJNA525913
SRR8692595,C_annuum_021,C_annuum,Solanaceae,leaf,healthy, PRJNA525913
SRR8692597,C_annuum_021,C_annuum,Solanaceae,leaf,healthy, PRJNA525913
SRR8692598,C_annuum_021,C_annuum,Solanaceae,leaf,healthy, PRJNA525913
SRR8692579,C_annuum_022,C_annuum,Solanaceae,leaf,salt, PRJNA525913
SRR8692594,C_annuum_022,C_annuum,Solanaceae,leaf,salt, PRJNA525913
SRR8692644,C_annuum_022,C_annuum,Solanaceae,leaf,salt, PRJNA525913
SRR8692593,C_annuum_023,C_annuum,Solanaceae,leaf,salt, PRJNA525913
SRR8692616,C_annuum_023,C_annuum,Solanaceae,leaf,salt, PRJNA525913
SRR8692617,C_annuum_023,C_annuum,Solanaceae,leaf,salt, PRJNA525913
SRR8692588,C_annuum_024,C_annuum,Solanaceae,leaf,salt, PRJNA525913
SRR8692641,C_annuum_024,C_annuum,Solanaceae,leaf,salt, PRJNA525913
SRR8692642,C_annuum_024,C_annuum,Solanaceae,leaf,salt, PRJNA525913
SRR8692587,C_annuum_025,C_annuum,Solanaceae,leaf,salt, PRJNA525913
SRR8692589,C_annuum_025,C_annuum,Solanaceae,leaf,salt, PRJNA525913
SRR8692590,C_annuum_025,C_annuum,Solanaceae,leaf,salt, PRJNA525913
SRR8692611,C_annuum_026,C_annuum,Solanaceae,leaf,salt, PRJNA525913
SRR8692627,C_annuum_026,C_annuum,Solanaceae,leaf,salt, PRJNA525913
SRR8692645,C_annuum_026,C_annuum,Solanaceae,leaf,salt, PRJNA525913
SRR6122660,C_annuum_027,C_annuum,Solanaceae,leaf,healthy, PRJNA223222
SRR6122661,C_annuum_027,C_annuum,Solanaceae,leaf,healthy, PRJNA223222
SRR6122676,C_annuum_028,C_annuum,Solanaceae,leaf,healthy, PRJNA223222
SRR6122677,C_annuum_028,C_annuum,Solanaceae,leaf,healthy, PRJNA223222
SRR6122682,C_annuum_028,C_annuum,Solanaceae,leaf,healthy, PRJNA223222
SRR6122666,C_annuum_029,C_annuum,Solanaceae,leaf,healthy, PRJNA223222
SRR6122668,C_annuum_029,C_annuum,Solanaceae,leaf,healthy, PRJNA223222
SRR6122669,C_annuum_029,C_annuum,Solanaceae,leaf,healthy, PRJNA223222
SRR6122670,C_annuum_030,C_annuum,Solanaceae,leaf,healthy, PRJNA223222
SRR6122671,C_annuum_030,C_annuum,Solanaceae,leaf,healthy, PRJNA223222
SRR6122673,C_annuum_030,C_annuum,Solanaceae,leaf,healthy, PRJNA223222
SRR6122664,C_annuum_031,C_annuum,Solanaceae,leaf,healthy, PRJNA223222
SRR6122665,C_annuum_031,C_annuum,Solanaceae,leaf,healthy, PRJNA223222
SRR6122672,C_annuum_031,C_annuum,Solanaceae,leaf,healthy, PRJNA223222
SRR6122680,C_annuum_032,C_annuum,Solanaceae,leaf,healthy, PRJNA223222
SRR6122681,C_annuum_032,C_annuum,Solanaceae,leaf,healthy, PRJNA223222
SRR6122683,C_annuum_032,C_annuum,Solanaceae,leaf,healthy, PRJNA223222
SRR6122667,C_annuum_033,C_annuum,Solanaceae,leaf,healthy, PRJNA223222
SRR6122674,C_annuum_033,C_annuum,Solanaceae,leaf,healthy, PRJNA223222
SRR6122675,C_annuum_033,C_annuum,Solanaceae,leaf,healthy, PRJNA223222
SRR6122688,C_annuum_034,C_annuum,Solanaceae,fruit,healthy, PRJNA223222
SRR6122689,C_annuum_034,C_annuum,Solanaceae,fruit,healthy, PRJNA223222
SRR6122690,C_annuum_034,C_annuum,Solanaceae,fruit,healthy, PRJNA223222
SRR6122678,C_annuum_035,C_annuum,Solanaceae,fruit,healthy, PRJNA223222
SRR6122679,C_annuum_035,C_annuum,Solanaceae,fruit,healthy, PRJNA223222
SRR6122684,C_annuum_035,C_annuum,Solanaceae,fruit,healthy, PRJNA223222
SRR6122685,C_annuum_036,C_annuum,Solanaceae,fruit,healthy, PRJNA223222
SRR6122686,C_annuum_036,C_annuum,Solanaceae,fruit,healthy, PRJNA223222
SRR6122687,C_annuum_036,C_annuum,Solanaceae,fruit,healthy, PRJNA223222
SRR6122691,C_annuum_037,C_annuum,Solanaceae,fruit,healthy, PRJNA223222
SRR6122692,C_annuum_037,C_annuum,Solanaceae,fruit,healthy, PRJNA223222
SRR6122693,C_annuum_037,C_annuum,Solanaceae,fruit,healthy, PRJNA223222
SRR6122611,C_annuum_038,C_annuum,Solanaceae,fruit,healthy, PRJNA223222
SRR6122612,C_annuum_038,C_annuum,Solanaceae,fruit,healthy, PRJNA223222
SRR6122613,C_annuum_038,C_annuum,Solanaceae,fruit,healthy, PRJNA223222
SRR6122614,C_annuum_039,C_annuum,Solanaceae,fruit,healthy, PRJNA223222
SRR6122615,C_annuum_039,C_annuum,Solanaceae,fruit,healthy, PRJNA223222
SRR6122616,C_annuum_039,C_annuum,Solanaceae,fruit,healthy, PRJNA223222
SRR6122608,C_annuum_040,C_annuum,Solanaceae,fruit,healthy, PRJNA223222
SRR6122609,C_annuum_040,C_annuum,Solanaceae,fruit,healthy, PRJNA223222
SRR6122617,C_annuum_040,C_annuum,Solanaceae,fruit,healthy, PRJNA223222
SRR6122619,C_annuum_041,C_annuum,Solanaceae,fruit,healthy, PRJNA223222
SRR6122624,C_annuum_041,C_annuum,Solanaceae,fruit,healthy, PRJNA223222
SRR6122625,C_annuum_041,C_annuum,Solanaceae,fruit,healthy, PRJNA223222
SRR6122610,C_annuum_042,C_annuum,Solanaceae,fruit,healthy, PRJNA223222
SRR6122626,C_annuum_042,C_annuum,Solanaceae,fruit,healthy, PRJNA223222
SRR6122627,C_annuum_042,C_annuum,Solanaceae,fruit,healthy, PRJNA223222
SRR6122618,C_annuum_043,C_annuum,Solanaceae,fruit,healthy, PRJNA223222
SRR6122620,C_annuum_043,C_annuum,Solanaceae,fruit,healthy, PRJNA223222
SRR6122621,C_annuum_043,C_annuum,Solanaceae,fruit,healthy, PRJNA223222
SRR6122622,C_annuum_044,C_annuum,Solanaceae,fruit,healthy, PRJNA223222
SRR6122623,C_annuum_044,C_annuum,Solanaceae,fruit,healthy, PRJNA223222
SRR6122694,C_annuum_044,C_annuum,Solanaceae,fruit,healthy, PRJNA223222
SRR6122701,C_annuum_045,C_annuum,Solanaceae,fruit,healthy, PRJNA223222
SRR6122702,C_annuum_045,C_annuum,Solanaceae,fruit,healthy, PRJNA223222
SRR6122703,C_annuum_045,C_annuum,Solanaceae,fruit,healthy, PRJNA223222
SRR6122698,C_annuum_046,C_annuum,Solanaceae,fruit,healthy, PRJNA223222
SRR6122699,C_annuum_046,C_annuum,Solanaceae,fruit,healthy, PRJNA223222
SRR6122700,C_annuum_046,C_annuum,Solanaceae,fruit,healthy, PRJNA223222
SRR6122695,C_annuum_047,C_annuum,Solanaceae,fruit,healthy, PRJNA223222
SRR6122696,C_annuum_047,C_annuum,Solanaceae,fruit,healthy, PRJNA223222
SRR6122697,C_annuum_047,C_annuum,Solanaceae,fruit,healthy, PRJNA223222
SRR771931,C_annuum_048,C_annuum,Solanaceae,stem,healthy, PRJNA193077
SRR771940,C_annuum_049,C_annuum,Solanaceae,root,healthy, PRJNA193077
SRR771924,C_annuum_050,C_annuum,Solanaceae,stem,healthy, PRJNA193077
SRR8549397,C_annuum_051,C_annuum,Solanaceae,flower,healthy, PRJNA223222
SRR8549398,C_annuum_051,C_annuum,Solanaceae,flower,healthy, PRJNA223222
SRR771942,C_annuum_052,C_annuum,Solanaceae,fruit,healthy, PRJNA193077
SRR771934,C_annuum_053,C_annuum,Solanaceae,fruit,healthy, PRJNA193077
SRR771951,C_annuum_054,C_annuum,Solanaceae,fruit,healthy, PRJNA193077
SRR771941,C_annuum_055,C_annuum,Solanaceae,fruit,healthy, PRJNA193077
SRR771933,C_annuum_056,C_annuum,Solanaceae,fruit,healthy, PRJNA193077
SRR771935,C_annuum_057,C_annuum,Solanaceae,fruit,healthy, PRJNA193077
SRR771936,C_annuum_058,C_annuum,Solanaceae,fruit,healthy, PRJNA193077
SRR771943,C_annuum_059,C_annuum,Solanaceae,fruit,healthy, PRJNA193077
SRR771929,C_annuum_060,C_annuum,Solanaceae,fruit,healthy, PRJNA193077
SRR771944,C_annuum_061,C_annuum,Solanaceae,fruit,healthy, PRJNA193077
SRR771945,C_annuum_062,C_annuum,Solanaceae,fruit,healthy, PRJNA193077
SRR771946,C_annuum_063,C_annuum,Solanaceae,fruit,healthy, PRJNA193077
SRR771953,C_annuum_064,C_annuum,Solanaceae,fruit,healthy, PRJNA193077
SRR771952,C_annuum_065,C_annuum,Solanaceae,fruit,healthy, PRJNA193077
SRR771954,C_annuum_066,C_annuum,Solanaceae,fruit,healthy, PRJNA193077
SRR771956,C_annuum_067,C_annuum,Solanaceae,fruit,healthy, PRJNA193077
SRR771955,C_annuum_068,C_annuum,Solanaceae,fruit,healthy, PRJNA193077
SRR771947,C_annuum_069,C_annuum,Solanaceae,fruit,healthy, PRJNA193077
SRR771938,C_annuum_070,C_annuum,Solanaceae,fruit,healthy, PRJNA193077
SRR771948,C_annuum_071,C_annuum,Solanaceae,fruit,healthy, PRJNA193077
SRR771939,C_annuum_072,C_annuum,Solanaceae,fruit,healthy, PRJNA193077
SRR771925,C_annuum_073,C_annuum,Solanaceae,leaf,healthy, PRJNA193077
SRR771928,C_annuum_074,C_annuum,Solanaceae,flower,healthy, PRJNA193077
SRR771927,C_annuum_075,C_annuum,Solanaceae,leaf,healthy, PRJNA193077
SRR771932,C_annuum_076,C_annuum,Solanaceae,flower,healthy, PRJNA193077
SRR8549402,C_annuum_077,C_annuum,Solanaceae,root,healthy, PRJNA223222
SRR8549403,C_annuum_077,C_annuum,Solanaceae,root,healthy, PRJNA223222
SRR8549404,C_annuum_077,C_annuum,Solanaceae,root,healthy, PRJNA223222
SRR8549399,C_annuum_078,C_annuum,Solanaceae,stem,healthy, PRJNA223222
SRR8549400,C_annuum_078,C_annuum,Solanaceae,stem,healthy, PRJNA223222
SRR8549401,C_annuum_078,C_annuum,Solanaceae,stem,healthy, PRJNA223222
SRR1066056,C_arietinum_001,C_arietinum,Fabaceae,root,cold, PRJNA232700
SRR1066057,C_arietinum_002,C_arietinum,Fabaceae,root,drought, PRJNA232700
SRR1066058,C_arietinum_003,C_arietinum,Fabaceae,root,salt, PRJNA232700
SRR1066059,C_arietinum_004,C_arietinum,Fabaceae,root,healthy, PRJNA232700
SRR1066060,C_arietinum_005,C_arietinum,Fabaceae,stem,cold, PRJNA232700
SRR1066061,C_arietinum_006,C_arietinum,Fabaceae,stem,drought, PRJNA232700
SRR1066062,C_arietinum_007,C_arietinum,Fabaceae,stem,salt, PRJNA232700
SRR1066063,C_arietinum_008,C_arietinum,Fabaceae,stem,healthy, PRJNA232700
SRR8100113,C_baccatum_001,C_baccatum,Solanaceae,flower,healthy, PRJNA308879
SRR8100115,C_baccatum_001,C_baccatum,Solanaceae,flower,healthy, PRJNA308879
SRR8100093,C_baccatum_002,C_baccatum,Solanaceae,leaf,healthy, PRJNA308879
SRR8100094,C_baccatum_002,C_baccatum,Solanaceae,leaf,healthy, PRJNA308879
SRR8100095,C_baccatum_002,C_baccatum,Solanaceae,leaf,healthy, PRJNA308879
SRR8100099,C_baccatum_003,C_baccatum,Solanaceae,fruit,healthy, PRJNA308879
SRR8100100,C_baccatum_003,C_baccatum,Solanaceae,fruit,healthy, PRJNA308879
SRR8100111,C_baccatum_003,C_baccatum,Solanaceae,fruit,healthy, PRJNA308879
SRR8100105,C_baccatum_004,C_baccatum,Solanaceae,fruit,healthy, PRJNA308879
SRR8100106,C_baccatum_004,C_baccatum,Solanaceae,fruit,healthy, PRJNA308879
SRR8100112,C_baccatum_004,C_baccatum,Solanaceae,fruit,healthy, PRJNA308879
SRR8100103,C_baccatum_005,C_baccatum,Solanaceae,fruit,healthy, PRJNA308879
SRR8100104,C_baccatum_005,C_baccatum,Solanaceae,fruit,healthy, PRJNA308879
SRR8100109,C_baccatum_005,C_baccatum,Solanaceae,fruit,healthy, PRJNA308879
SRR8100107,C_baccatum_006,C_baccatum,Solanaceae,fruit,healthy, PRJNA308879
SRR8100108,C_baccatum_006,C_baccatum,Solanaceae,fruit,healthy, PRJNA308879
SRR8100110,C_baccatum_006,C_baccatum,Solanaceae,fruit,healthy, PRJNA308879
SRR8100096,C_baccatum_007,C_baccatum,Solanaceae,root,healthy, PRJNA308879
SRR8100097,C_baccatum_007,C_baccatum,Solanaceae,root,healthy, PRJNA308879
SRR8100098,C_baccatum_007,C_baccatum,Solanaceae,root,healthy, PRJNA308879
SRR8100101,C_baccatum_008,C_baccatum,Solanaceae,stem,healthy, PRJNA308879
SRR8100102,C_baccatum_008,C_baccatum,Solanaceae,stem,healthy, PRJNA308879
SRR8100114,C_baccatum_008,C_baccatum,Solanaceae,stem,healthy, PRJNA308879
SRR771937,C_chinense_001,C_chinense,Solanaceae,fruit,healthy, PRJNA193077
SRR8100089,C_chinense_002,C_chinense,Solanaceae,leaf,healthy, PRJNA331024
SRR8100090,C_chinense_002,C_chinense,Solanaceae,leaf,healthy, PRJNA331024
SRR8100092,C_chinense_002,C_chinense,Solanaceae,leaf,healthy, PRJNA331024
SRR771926,C_chinense_003,C_chinense,Solanaceae,leaf,healthy, PRJNA193077
SRR771930,C_chinense_004,C_chinense,Solanaceae,fruit,healthy, PRJNA193077
SRR8100074,C_chinense_005,C_chinense,Solanaceae,fruit,healthy, PRJNA331024
SRR8100087,C_chinense_005,C_chinense,Solanaceae,fruit,healthy, PRJNA331024
SRR8100088,C_chinense_005,C_chinense,Solanaceae,fruit,healthy, PRJNA331024
SRR8100073,C_chinense_006,C_chinense,Solanaceae,fruit,healthy, PRJNA331024
SRR8100079,C_chinense_006,C_chinense,Solanaceae,fruit,healthy, PRJNA331024
SRR8100080,C_chinense_006,C_chinense,Solanaceae,fruit,healthy, PRJNA331024
SRR8100076,C_chinense_007,C_chinense,Solanaceae,fruit,healthy, PRJNA331024
SRR8100081,C_chinense_007,C_chinense,Solanaceae,fruit,healthy, PRJNA331024
SRR8100082,C_chinense_007,C_chinense,Solanaceae,fruit,healthy, PRJNA331024
SRR8100075,C_chinense_008,C_chinense,Solanaceae,fruit,healthy, PRJNA331024
SRR8100077,C_chinense_008,C_chinense,Solanaceae,fruit,healthy, PRJNA331024
SRR8100078,C_chinense_008,C_chinense,Solanaceae,fruit,healthy, PRJNA331024
SRR8100085,C_chinense_009,C_chinense,Solanaceae,root,healthy, PRJNA331024
SRR8100086,C_chinense_009,C_chinense,Solanaceae,root,healthy, PRJNA331024
SRR8100091,C_chinense_009,C_chinense,Solanaceae,root,healthy, PRJNA331024
SRR771949,C_chinense_010,C_chinense,Solanaceae,root,healthy, PRJNA193077
SRR8100072,C_chinense_011,C_chinense,Solanaceae,stem,healthy, PRJNA331024
SRR8100083,C_chinense_011,C_chinense,Solanaceae,stem,healthy, PRJNA331024
SRR8100084,C_chinense_011,C_chinense,Solanaceae,stem,healthy, PRJNA331024
SRR771950,C_chinense_012,C_chinense,Solanaceae,stem,healthy, PRJNA193077
SRR8100069,C_chinense_013,C_chinense,Solanaceae,flower,healthy, PRJNA331024
SRR8100070,C_chinense_013,C_chinense,Solanaceae,flower,healthy, PRJNA331024
SRR8100071,C_chinense_013,C_chinense,Solanaceae,flower,healthy, PRJNA331024
SRR6389278,C_lanatus_001,C_lanatus,Cucurbitaceae,leaf,healthy, PRJNA422970
SRR6389279,C_lanatus_001,C_lanatus,Cucurbitaceae,leaf,healthy, PRJNA422970
SRR6389286,C_lanatus_001,C_lanatus,Cucurbitaceae,leaf,healthy, PRJNA422970
SRR6389280,C_lanatus_002,C_lanatus,Cucurbitaceae,root,nitrogen, PRJNA422970
SRR6389281,C_lanatus_002,C_lanatus,Cucurbitaceae,root,nitrogen, PRJNA422970
SRR6389288,C_lanatus_002,C_lanatus,Cucurbitaceae,root,nitrogen, PRJNA422970
SRR6389282,C_lanatus_003,C_lanatus,Cucurbitaceae,leaf,nitrogen, PRJNA422970
SRR6389283,C_lanatus_003,C_lanatus,Cucurbitaceae,leaf,nitrogen, PRJNA422970
SRR6389289,C_lanatus_003,C_lanatus,Cucurbitaceae,leaf,nitrogen, PRJNA422970
SRR6389284,C_lanatus_004,C_lanatus,Cucurbitaceae,root,healthy, PRJNA422970
SRR6389285,C_lanatus_004,C_lanatus,Cucurbitaceae,root,healthy, PRJNA422970
SRR6389287,C_lanatus_004,C_lanatus,Cucurbitaceae,root,healthy, PRJNA422970
SRR2033940,C_lanatus_005,C_lanatus,Cucurbitaceae,flower,healthy, PRJNA284484
SRR2033941,C_lanatus_006,C_lanatus,Cucurbitaceae,flower,healthy, PRJNA284484
SRR2033942,C_lanatus_007,C_lanatus,Cucurbitaceae,flower,healthy, PRJNA284484
SRR2033943,C_lanatus_008,C_lanatus,Cucurbitaceae,flower,healthy, PRJNA284484
SRR915982,C_lanatus_009,C_lanatus,Cucurbitaceae,root,healthy, PRJNA209092
SRR916132,C_lanatus_010,C_lanatus,Cucurbitaceae,root,other, PRJNA209092
SRR916133,C_lanatus_011,C_lanatus,Cucurbitaceae,root,healthy, PRJNA209092
SRR916135,C_lanatus_012,C_lanatus,Cucurbitaceae,root,other, PRJNA209092
SRR916156,C_lanatus_013,C_lanatus,Cucurbitaceae,root,healthy, PRJNA209092
SRR916184,C_lanatus_014,C_lanatus,Cucurbitaceae,root,other, PRJNA209092
SRR916185,C_lanatus_015,C_lanatus,Cucurbitaceae,root,healthy, PRJNA209092
SRR916186,C_lanatus_016,C_lanatus,Cucurbitaceae,root,other, PRJNA209092
SRR7075814,C_lanatus_017,C_lanatus,Cucurbitaceae,leaf,healthy, PRJNA454040
SRR7075815,C_lanatus_017,C_lanatus,Cucurbitaceae,leaf,healthy, PRJNA454040
SRR7075816,C_lanatus_018,C_lanatus,Cucurbitaceae,leaf,drought, PRJNA454040
SRR7075817,C_lanatus_018,C_lanatus,Cucurbitaceae,leaf,drought, PRJNA454040
SRR7075818,C_lanatus_019,C_lanatus,Cucurbitaceae,leaf,healthy, PRJNA454040
SRR7075819,C_lanatus_019,C_lanatus,Cucurbitaceae,leaf,healthy, PRJNA454040
SRR7075820,C_lanatus_020,C_lanatus,Cucurbitaceae,leaf,drought, PRJNA454040
SRR7075821,C_lanatus_020,C_lanatus,Cucurbitaceae,leaf,drought, PRJNA454040
SRR7075822,C_lanatus_021,C_lanatus,Cucurbitaceae,leaf,healthy, PRJNA454040
SRR7075823,C_lanatus_021,C_lanatus,Cucurbitaceae,leaf,healthy, PRJNA454040
SRR7075824,C_lanatus_022,C_lanatus,Cucurbitaceae,leaf,drought, PRJNA454040
SRR7075825,C_lanatus_022,C_lanatus,Cucurbitaceae,leaf,drought, PRJNA454040
SRR7075826,C_lanatus_023,C_lanatus,Cucurbitaceae,leaf,drought, PRJNA454040
SRR7075827,C_lanatus_023,C_lanatus,Cucurbitaceae,leaf,drought, PRJNA454040
SRR7075828,C_lanatus_024,C_lanatus,Cucurbitaceae,leaf,healthy, PRJNA454040
SRR7075829,C_lanatus_024,C_lanatus,Cucurbitaceae,leaf,healthy, PRJNA454040
SRR11040540,C_lanatus_025,C_lanatus,Cucurbitaceae,leaf,healthy, PRJNA604984
SRR11040541,C_lanatus_025,C_lanatus,Cucurbitaceae,leaf,healthy, PRJNA604984
SRR11040542,C_lanatus_025,C_lanatus,Cucurbitaceae,leaf,healthy, PRJNA604984
SRR11040543,C_lanatus_026,C_lanatus,Cucurbitaceae,leaf,drought, PRJNA604984
SRR11040544,C_lanatus_026,C_lanatus,Cucurbitaceae,leaf,drought, PRJNA604984
SRR11040545,C_lanatus_026,C_lanatus,Cucurbitaceae,leaf,drought, PRJNA604984
SRR8177409,C_lanatus_027,C_lanatus,Cucurbitaceae,flower,heat, PRJNA504354
SRR8177411,C_lanatus_027,C_lanatus,Cucurbitaceae,flower,heat, PRJNA504354
SRR8177412,C_lanatus_027,C_lanatus,Cucurbitaceae,flower,heat, PRJNA504354
SRR8177410,C_lanatus_028,C_lanatus,Cucurbitaceae,flower,heat, PRJNA504354
SRR8177425,C_lanatus_028,C_lanatus,Cucurbitaceae,flower,heat, PRJNA504354
SRR8177426,C_lanatus_028,C_lanatus,Cucurbitaceae,flower,heat, PRJNA504354
SRR8177413,C_lanatus_029,C_lanatus,Cucurbitaceae,flower,healthy, PRJNA504354
SRR8177414,C_lanatus_029,C_lanatus,Cucurbitaceae,flower,healthy, PRJNA504354
SRR8177416,C_lanatus_029,C_lanatus,Cucurbitaceae,flower,healthy, PRJNA504354
SRR8177415,C_lanatus_030,C_lanatus,Cucurbitaceae,flower,healthy, PRJNA504354
SRR8177417,C_lanatus_030,C_lanatus,Cucurbitaceae,flower,healthy, PRJNA504354
SRR8177418,C_lanatus_030,C_lanatus,Cucurbitaceae,flower,healthy, PRJNA504354
SRR8177419,C_lanatus_031,C_lanatus,Cucurbitaceae,flower,heat, PRJNA504354
SRR8177420,C_lanatus_031,C_lanatus,Cucurbitaceae,flower,heat, PRJNA504354
SRR8177422,C_lanatus_031,C_lanatus,Cucurbitaceae,flower,heat, PRJNA504354
SRR8177421,C_lanatus_032,C_lanatus,Cucurbitaceae,flower,heat, PRJNA504354
SRR8177423,C_lanatus_032,C_lanatus,Cucurbitaceae,flower,heat, PRJNA504354
SRR8177424,C_lanatus_032,C_lanatus,Cucurbitaceae,flower,heat, PRJNA504354
SRR8528407,C_lanatus_033,C_lanatus,Cucurbitaceae,fruit,healthy, PRJNA520808
SRR8528408,C_lanatus_033,C_lanatus,Cucurbitaceae,fruit,healthy, PRJNA520808
SRR8528409,C_lanatus_034,C_lanatus,Cucurbitaceae,fruit,healthy, PRJNA520808
SRR8528410,C_lanatus_034,C_lanatus,Cucurbitaceae,fruit,healthy, PRJNA520808
SRR8528411,C_lanatus_035,C_lanatus,Cucurbitaceae,fruit,healthy, PRJNA520808
SRR8528412,C_lanatus_035,C_lanatus,Cucurbitaceae,fruit,healthy, PRJNA520808
SRR8528413,C_lanatus_036,C_lanatus,Cucurbitaceae,fruit,healthy, PRJNA520808
SRR8528414,C_lanatus_036,C_lanatus,Cucurbitaceae,fruit,healthy, PRJNA520808
SRR3535158,C_lanatus_037,C_lanatus,Cucurbitaceae,seed,healthy, PRJNA319011
SRR3535159,C_lanatus_037,C_lanatus,Cucurbitaceae,seed,healthy, PRJNA319011
SRR3535161,C_lanatus_037,C_lanatus,Cucurbitaceae,seed,healthy, PRJNA319011
SRR3535162,C_lanatus_038,C_lanatus,Cucurbitaceae,seed,healthy, PRJNA319011
SRR3535163,C_lanatus_038,C_lanatus,Cucurbitaceae,seed,healthy, PRJNA319011
SRR3535164,C_lanatus_038,C_lanatus,Cucurbitaceae,seed,healthy, PRJNA319011
SRR3535165,C_lanatus_039,C_lanatus,Cucurbitaceae,seed,healthy, PRJNA319011
SRR3535166,C_lanatus_039,C_lanatus,Cucurbitaceae,seed,healthy, PRJNA319011
SRR3535167,C_lanatus_039,C_lanatus,Cucurbitaceae,seed,healthy, PRJNA319011
SRR3535168,C_lanatus_040,C_lanatus,Cucurbitaceae,seed,healthy, PRJNA319011
